age_cl,anveh_cl,ns_bg,cs_bg,franchise,anc_perm_cl,zone_bg,Formule,id
d.36-50,a.0-3,1,731,NON,b.6-10,2,Maxi,48323
d.36-50,c.>=12,1,731,OUI,c.11-20,3,Maxi,73373
e.51-69,a.0-3,1,731,OUI,e.>40,5,Maxi,88883
e.51-69,c.>=12,1,731,OUI,e.>40,3,Medi,90990
f.>=70,c.>=12,1,731,OUI,e.>40,1,Mini,101362
d.36-50,c.>=12,1,731,OUI,c.11-20,2,Maxi,106614
d.36-50,b.4-11,1,731,OUI,e.>40,2,Maxi,193700
e.51-69,a.0-3,1,732,NON,e.>40,5,Maxi,3486
d.36-50,c.>=12,1,732,NON,e.>40,2,Medi,27254
c.26-35,a.0-3,1,732,OUI,c.11-20,1,Maxi,50302
e.51-69,a.0-3,1,732,OUI,e.>40,2,Maxi,105485
d.36-50,b.4-11,1,732,NON,e.>40,1,Maxi,134780
e.51-69,a.0-3,1,732,NON,e.>40,1,Maxi,157427
c.26-35,b.4-11,1,732,OUI,b.6-10,3,Maxi,188785
d.36-50,b.4-11,1,733,NON,e.>40,3,Maxi,65258
b.21-25,a.0-3,1,733,NON,b.6-10,3,Medi,77625
d.36-50,b.4-11,1,733,NON,e.>40,1,Maxi,95215
c.26-35,b.4-11,1,733,OUI,c.11-20,4,Maxi,137769
c.26-35,a.0-3,1,733,NON,c.11-20,3,Maxi,156452
d.36-50,a.0-3,1,733,OUI,e.>40,4,Maxi,184158
d.36-50,b.4-11,1,734,OUI,c.11-20,5,Maxi,17604
d.36-50,a.0-3,1,734,NON,d.21-40,4,Maxi,33292
d.36-50,a.0-3,1,734,OUI,e.>40,2,Maxi,37966
d.36-50,b.4-11,1,734,NON,e.>40,1,Medi,54193
c.26-35,c.>=12,1,734,NON,c.11-20,5,Medi,179888
f.>=70,a.0-3,1,735,NON,e.>40,1,Medi,19131
c.26-35,a.0-3,1,735,NON,b.6-10,2,Maxi,70513
c.26-35,b.4-11,1,735,NON,b.6-10,1,Maxi,85720
c.26-35,a.0-3,1,735,NON,c.11-20,3,Maxi,121620
d.36-50,b.4-11,1,735,NON,e.>40,2,Maxi,123003
d.36-50,b.4-11,1,735,OUI,e.>40,3,Medi,125122
c.26-35,b.4-11,1,735,OUI,c.11-20,2,Maxi,149237
e.51-69,a.0-3,1,735,NON,e.>40,2,Maxi,154655
e.51-69,b.4-11,1,735,NON,e.>40,3,Maxi,180223
d.36-50,b.4-11,1,735,NON,e.>40,2,Maxi,207663
d.36-50,b.4-11,1,735,NON,d.21-40,4,Maxi,210039
e.51-69,a.0-3,1,736,OUI,e.>40,1,Maxi,16206
e.51-69,b.4-11,1,736,NON,e.>40,3,Maxi,33210
b.21-25,b.4-11,1,736,NON,a.<=5,2,Maxi,55615
c.26-35,c.>=12,1,736,OUI,c.11-20,5,Medi,64034
c.26-35,b.4-11,1,736,NON,c.11-20,2,Maxi,79620
e.51-69,a.0-3,1,736,NON,e.>40,5,Maxi,107510
e.51-69,b.4-11,1,736,OUI,e.>40,3,Maxi,144123
d.36-50,a.0-3,1,736,OUI,c.11-20,3,Maxi,144208
b.21-25,b.4-11,1,736,OUI,a.<=5,5,Maxi,145222
e.51-69,b.4-11,1,736,OUI,e.>40,2,Maxi,170475
d.36-50,c.>=12,1,736,NON,c.11-20,4,Medi,213381
d.36-50,b.4-11,1,736,NON,e.>40,2,Maxi,218186
d.36-50,a.0-3,1,737,NON,e.>40,4,Maxi,852
e.51-69,a.0-3,1,737,OUI,e.>40,3,Maxi,27123
f.>=70,a.0-3,1,737,NON,e.>40,1,Maxi,94520
e.51-69,c.>=12,1,737,OUI,e.>40,3,Medi,97903
c.26-35,a.0-3,1,737,NON,c.11-20,4,Maxi,103882
d.36-50,b.4-11,1,737,OUI,c.11-20,3,Maxi,106934
e.51-69,a.0-3,1,737,NON,e.>40,4,Maxi,125556
d.36-50,c.>=12,1,737,OUI,e.>40,2,Maxi,130262
c.26-35,c.>=12,1,737,OUI,c.11-20,2,Mini,144094
d.36-50,b.4-11,1,737,OUI,c.11-20,3,Maxi,164921
c.26-35,b.4-11,1,737,OUI,a.<=5,5,Maxi,196119
e.51-69,b.4-11,1,738,NON,e.>40,1,Maxi,1678
f.>=70,a.0-3,1,738,NON,e.>40,2,Maxi,6135
e.51-69,a.0-3,1,738,OUI,e.>40,3,Maxi,8563
e.51-69,b.4-11,1,738,NON,e.>40,2,Maxi,17362
d.36-50,b.4-11,1,738,OUI,d.21-40,2,Maxi,37396
d.36-50,b.4-11,1,738,NON,c.11-20,3,Maxi,39286
e.51-69,a.0-3,1,738,NON,e.>40,3,Maxi,58583
d.36-50,a.0-3,1,738,NON,e.>40,4,Maxi,68216
e.51-69,a.0-3,1,738,OUI,e.>40,2,Maxi,71527
e.51-69,a.0-3,1,738,NON,e.>40,5,Maxi,77504
c.26-35,b.4-11,1,738,NON,c.11-20,5,Maxi,92925
d.36-50,b.4-11,1,738,OUI,e.>40,3,Maxi,119879
e.51-69,b.4-11,1,738,NON,e.>40,2,Maxi,123094
e.51-69,b.4-11,1,738,NON,e.>40,5,Maxi,127958
c.26-35,a.0-3,1,739,NON,c.11-20,3,Maxi,30864
e.51-69,b.4-11,1,739,NON,e.>40,5,Maxi,31999
b.21-25,b.4-11,1,739,OUI,b.6-10,5,Medi,84209
e.51-69,b.4-11,1,740,NON,e.>40,2,Maxi,35194
d.36-50,a.0-3,1,740,NON,c.11-20,3,Maxi,74028
e.51-69,b.4-11,1,740,NON,e.>40,4,Maxi,103389
d.36-50,b.4-11,1,740,NON,d.21-40,3,Maxi,121427
d.36-50,c.>=12,1,741,NON,e.>40,4,Maxi,242
e.51-69,c.>=12,1,741,OUI,e.>40,2,Medi,34426
c.26-35,a.0-3,1,741,OUI,c.11-20,5,Maxi,103554
c.26-35,b.4-11,1,741,NON,b.6-10,4,Maxi,118285
c.26-35,b.4-11,1,741,OUI,c.11-20,5,Medi,143557
d.36-50,b.4-11,1,741,NON,e.>40,3,Medi,214443
f.>=70,b.4-11,1,742,NON,e.>40,2,Maxi,11217
c.26-35,a.0-3,1,742,OUI,c.11-20,3,Maxi,25505
d.36-50,b.4-11,1,742,OUI,c.11-20,5,Maxi,50944
d.36-50,a.0-3,1,742,OUI,c.11-20,3,Maxi,71890
d.36-50,a.0-3,1,742,OUI,e.>40,3,Maxi,72791
d.36-50,b.4-11,1,742,NON,e.>40,4,Maxi,209279
d.36-50,a.0-3,1,743,NON,c.11-20,2,Maxi,72213
e.51-69,b.4-11,1,743,NON,e.>40,3,Maxi,130442
e.51-69,a.0-3,1,743,NON,e.>40,4,Maxi,207820
e.51-69,a.0-3,1,744,NON,e.>40,3,Maxi,27606
e.51-69,a.0-3,1,744,OUI,e.>40,2,Maxi,29549
e.51-69,a.0-3,1,744,OUI,e.>40,2,Maxi,29549
d.36-50,a.0-3,1,744,NON,e.>40,2,Maxi,124121
d.36-50,b.4-11,1,744,OUI,e.>40,3,Maxi,151848
d.36-50,c.>=12,1,744,OUI,e.>40,2,Mini,168043
f.>=70,a.0-3,1,745,NON,e.>40,2,Maxi,22004
d.36-50,a.0-3,1,745,NON,e.>40,4,Maxi,23724
e.51-69,a.0-3,1,745,OUI,e.>40,5,Maxi,52268
d.36-50,a.0-3,1,745,OUI,c.11-20,5,Maxi,137556
c.26-35,b.4-11,1,745,NON,c.11-20,2,Medi,156455
e.51-69,b.4-11,1,745,OUI,e.>40,2,Medi,170532
e.51-69,b.4-11,1,746,NON,e.>40,3,Maxi,9378
d.36-50,a.0-3,1,746,NON,e.>40,4,Maxi,41135
b.21-25,b.4-11,1,746,NON,b.6-10,5,Maxi,87748
d.36-50,b.4-11,1,747,NON,e.>40,2,Maxi,3389
e.51-69,b.4-11,1,747,NON,e.>40,2,Maxi,28762
e.51-69,a.0-3,1,747,NON,e.>40,3,Maxi,36288
d.36-50,b.4-11,1,747,NON,c.11-20,4,Maxi,69199
d.36-50,b.4-11,1,747,NON,c.11-20,4,Medi,72290
d.36-50,b.4-11,1,747,NON,c.11-20,3,Maxi,78341
d.36-50,a.0-3,1,747,OUI,e.>40,1,Maxi,120511
d.36-50,b.4-11,1,747,NON,e.>40,3,Medi,133675
d.36-50,a.0-3,1,747,NON,e.>40,5,Maxi,167506
e.51-69,a.0-3,1,748,OUI,e.>40,3,Maxi,2726
d.36-50,b.4-11,1,748,OUI,e.>40,5,Maxi,115628
c.26-35,b.4-11,1,748,OUI,c.11-20,5,Maxi,120165
d.36-50,c.>=12,1,748,OUI,d.21-40,2,Medi,128744
c.26-35,b.4-11,1,748,OUI,c.11-20,4,Maxi,175282
d.36-50,b.4-11,1,748,NON,e.>40,2,Maxi,206395
e.51-69,b.4-11,1,748,NON,e.>40,2,Maxi,216418
f.>=70,c.>=12,1,749,NON,e.>40,2,Maxi,6128
e.51-69,a.0-3,1,749,NON,e.>40,1,Maxi,13685
d.36-50,b.4-11,1,749,OUI,c.11-20,3,Maxi,108548
c.26-35,b.4-11,1,749,NON,c.11-20,3,Maxi,120379
d.36-50,c.>=12,1,749,OUI,e.>40,2,Mini,146656
c.26-35,b.4-11,1,749,NON,c.11-20,2,Maxi,215868
f.>=70,a.0-3,1,750,NON,e.>40,2,Maxi,7229
e.51-69,b.4-11,1,750,NON,e.>40,2,Medi,13627
d.36-50,c.>=12,1,750,OUI,e.>40,2,Mini,62996
e.51-69,b.4-11,1,750,OUI,e.>40,2,Maxi,175764
e.51-69,a.0-3,1,750,OUI,e.>40,3,Maxi,214565
e.51-69,b.4-11,1,751,NON,e.>40,3,Maxi,7438
e.51-69,a.0-3,1,751,NON,e.>40,1,Maxi,43874
e.51-69,b.4-11,1,751,NON,e.>40,1,Maxi,81731
c.26-35,b.4-11,1,751,OUI,c.11-20,2,Maxi,88745
c.26-35,b.4-11,1,751,NON,c.11-20,3,Maxi,95976
d.36-50,b.4-11,1,751,OUI,c.11-20,2,Maxi,103129
e.51-69,b.4-11,1,751,NON,e.>40,2,Medi,105115
d.36-50,a.0-3,1,751,NON,e.>40,3,Maxi,113089
d.36-50,a.0-3,1,751,OUI,c.11-20,5,Maxi,213972
c.26-35,c.>=12,1,752,NON,c.11-20,1,Maxi,29046
d.36-50,b.4-11,1,752,NON,e.>40,3,Maxi,47885
d.36-50,b.4-11,1,752,NON,c.11-20,2,Maxi,71815
d.36-50,b.4-11,1,752,OUI,e.>40,4,Maxi,83567
d.36-50,a.0-3,1,752,NON,e.>40,3,Maxi,103081
d.36-50,b.4-11,1,752,NON,e.>40,1,Maxi,216837
f.>=70,a.0-3,1,753,OUI,e.>40,1,Maxi,27159
d.36-50,a.0-3,1,753,NON,e.>40,3,Maxi,71151
b.21-25,b.4-11,1,753,OUI,b.6-10,2,Maxi,106665
e.51-69,b.4-11,1,753,NON,e.>40,3,Maxi,110789
d.36-50,c.>=12,1,753,NON,c.11-20,1,Medi,113149
d.36-50,b.4-11,1,753,OUI,e.>40,3,Maxi,137645
b.21-25,a.0-3,1,753,OUI,a.<=5,1,Maxi,154081
b.21-25,b.4-11,1,753,OUI,a.<=5,5,Maxi,170311
d.36-50,a.0-3,1,754,OUI,e.>40,2,Maxi,153978
d.36-50,c.>=12,1,754,OUI,c.11-20,3,Medi,171456
f.>=70,a.0-3,1,754,NON,e.>40,2,Maxi,203841
d.36-50,a.0-3,1,754,OUI,c.11-20,1,Maxi,219386
d.36-50,a.0-3,1,755,NON,e.>40,3,Maxi,47862
d.36-50,b.4-11,1,755,NON,e.>40,4,Maxi,48453
f.>=70,b.4-11,1,755,NON,e.>40,3,Maxi,59613
d.36-50,b.4-11,1,755,NON,e.>40,2,Maxi,65945
d.36-50,a.0-3,1,755,NON,c.11-20,2,Maxi,66009
d.36-50,a.0-3,1,755,OUI,c.11-20,2,Maxi,86203
e.51-69,b.4-11,1,755,NON,e.>40,2,Maxi,143190
e.51-69,c.>=12,1,755,NON,e.>40,5,Maxi,212571
c.26-35,b.4-11,1,756,NON,c.11-20,2,Maxi,56544
e.51-69,b.4-11,1,756,NON,e.>40,4,Maxi,84536
e.51-69,b.4-11,1,756,OUI,e.>40,5,Maxi,105345
d.36-50,b.4-11,1,756,NON,e.>40,2,Maxi,106109
d.36-50,c.>=12,1,756,NON,c.11-20,2,Maxi,162076
e.51-69,a.0-3,1,757,NON,e.>40,2,Maxi,27984
d.36-50,b.4-11,1,757,NON,e.>40,5,Maxi,71614
c.26-35,a.0-3,1,757,NON,b.6-10,5,Maxi,84426
d.36-50,c.>=12,1,757,OUI,e.>40,2,Maxi,100727
c.26-35,b.4-11,1,757,OUI,c.11-20,5,Maxi,124560
f.>=70,c.>=12,1,757,NON,e.>40,3,Medi,134622
d.36-50,b.4-11,1,757,OUI,c.11-20,5,Maxi,134841
d.36-50,a.0-3,1,757,OUI,e.>40,2,Maxi,147957
d.36-50,a.0-3,1,758,NON,e.>40,4,Maxi,56744
c.26-35,b.4-11,1,758,NON,c.11-20,4,Maxi,84331
c.26-35,b.4-11,1,758,NON,c.11-20,3,Maxi,123596
d.36-50,c.>=12,1,758,NON,c.11-20,1,Maxi,155676
e.51-69,a.0-3,1,758,OUI,e.>40,2,Maxi,181603
d.36-50,a.0-3,1,759,NON,e.>40,3,Maxi,35802
d.36-50,a.0-3,1,759,OUI,e.>40,3,Maxi,37586
c.26-35,c.>=12,1,759,NON,c.11-20,2,Maxi,53044
c.26-35,c.>=12,1,759,OUI,c.11-20,2,Medi,75885
f.>=70,a.0-3,1,759,OUI,e.>40,1,Maxi,126481
d.36-50,c.>=12,1,759,NON,c.11-20,1,Maxi,161006
e.51-69,b.4-11,1,759,OUI,e.>40,1,Maxi,214674
e.51-69,a.0-3,1,760,NON,e.>40,2,Maxi,45211
c.26-35,b.4-11,1,760,OUI,b.6-10,2,Maxi,72771
d.36-50,b.4-11,1,760,NON,b.6-10,1,Maxi,80242
c.26-35,b.4-11,1,760,NON,c.11-20,1,Maxi,95495
e.51-69,b.4-11,1,760,OUI,e.>40,1,Maxi,128799
b.21-25,b.4-11,1,760,OUI,b.6-10,3,Maxi,151961
b.21-25,a.0-3,1,760,OUI,a.<=5,3,Maxi,183449
d.36-50,a.0-3,1,761,OUI,e.>40,4,Maxi,134
c.26-35,a.0-3,1,761,NON,c.11-20,3,Maxi,93034
e.51-69,b.4-11,1,761,NON,e.>40,3,Maxi,105730
c.26-35,b.4-11,1,761,OUI,b.6-10,3,Maxi,141756
b.21-25,b.4-11,1,761,OUI,b.6-10,3,Maxi,149911
d.36-50,b.4-11,1,761,OUI,c.11-20,3,Maxi,155311
c.26-35,b.4-11,1,761,OUI,c.11-20,2,Maxi,160612
c.26-35,b.4-11,1,761,OUI,c.11-20,2,Maxi,163436
c.26-35,b.4-11,1,761,OUI,c.11-20,2,Maxi,170333
d.36-50,a.0-3,1,761,OUI,c.11-20,3,Medi,183997
f.>=70,a.0-3,1,761,OUI,e.>40,2,Maxi,208969
e.51-69,b.4-11,1,761,NON,e.>40,2,Medi,219323
e.51-69,c.>=12,1,762,NON,e.>40,2,Maxi,3941
e.51-69,a.0-3,1,762,NON,e.>40,3,Maxi,25287
c.26-35,c.>=12,1,762,NON,c.11-20,5,Medi,100316
f.>=70,b.4-11,1,762,OUI,e.>40,2,Maxi,128173
c.26-35,b.4-11,1,762,NON,c.11-20,4,Maxi,134653
c.26-35,a.0-3,1,762,NON,c.11-20,2,Maxi,135218
f.>=70,b.4-11,1,762,OUI,e.>40,1,Maxi,151420
d.36-50,c.>=12,1,762,NON,c.11-20,1,Medi,152397
d.36-50,c.>=12,1,762,NON,c.11-20,1,Medi,152397
f.>=70,b.4-11,1,763,NON,e.>40,3,Maxi,16298
e.51-69,b.4-11,1,763,OUI,e.>40,5,Maxi,25616
e.51-69,b.4-11,1,763,NON,e.>40,5,Maxi,36094
d.36-50,b.4-11,1,763,OUI,e.>40,2,Maxi,88055
c.26-35,b.4-11,1,763,NON,b.6-10,3,Maxi,137101
e.51-69,b.4-11,1,763,NON,e.>40,3,Maxi,143848
d.36-50,b.4-11,1,763,OUI,e.>40,3,Maxi,163509
d.36-50,b.4-11,1,764,OUI,e.>40,2,Maxi,18337
f.>=70,b.4-11,1,764,OUI,e.>40,4,Maxi,53511
d.36-50,c.>=12,1,764,NON,e.>40,3,Medi,96253
c.26-35,b.4-11,1,764,NON,b.6-10,4,Medi,152989
d.36-50,b.4-11,1,764,OUI,e.>40,3,Medi,153921
e.51-69,b.4-11,1,765,NON,e.>40,1,Maxi,29367
d.36-50,b.4-11,1,765,OUI,d.21-40,3,Maxi,91727
d.36-50,b.4-11,1,765,NON,e.>40,4,Maxi,128516
c.26-35,b.4-11,1,765,NON,c.11-20,2,Maxi,135442
e.51-69,a.0-3,1,765,OUI,e.>40,2,Maxi,180385
e.51-69,b.4-11,1,766,NON,e.>40,3,Maxi,15242
c.26-35,a.0-3,1,766,NON,c.11-20,4,Maxi,58445
f.>=70,b.4-11,1,766,NON,e.>40,3,Maxi,111343
e.51-69,b.4-11,1,766,NON,e.>40,3,Maxi,115348
c.26-35,b.4-11,1,766,OUI,c.11-20,3,Maxi,124400
c.26-35,b.4-11,1,767,NON,b.6-10,1,Maxi,107254
c.26-35,b.4-11,1,767,OUI,c.11-20,3,Maxi,145110
c.26-35,b.4-11,1,768,NON,b.6-10,2,Maxi,113639
d.36-50,a.0-3,1,768,OUI,c.11-20,1,Maxi,179722
e.51-69,b.4-11,1,769,OUI,e.>40,2,Maxi,133241
e.51-69,b.4-11,1,769,OUI,e.>40,3,Medi,143473
d.36-50,b.4-11,1,769,NON,e.>40,1,Maxi,145954
d.36-50,c.>=12,1,769,OUI,c.11-20,3,Maxi,186335
d.36-50,a.0-3,1,769,NON,e.>40,3,Maxi,216997
e.51-69,c.>=12,1,770,NON,e.>40,5,Maxi,3579
e.51-69,b.4-11,1,770,NON,e.>40,3,Maxi,28207
e.51-69,a.0-3,1,770,NON,e.>40,3,Maxi,29818
d.36-50,a.0-3,1,770,NON,e.>40,3,Maxi,53368
c.26-35,b.4-11,1,770,NON,b.6-10,5,Maxi,69407
c.26-35,b.4-11,1,770,NON,c.11-20,5,Maxi,149871
c.26-35,b.4-11,1,770,OUI,c.11-20,1,Maxi,163405
c.26-35,c.>=12,1,770,OUI,b.6-10,5,Mini,167214
d.36-50,c.>=12,1,771,NON,e.>40,5,Medi,80389
c.26-35,b.4-11,1,771,NON,c.11-20,3,Maxi,100631
e.51-69,b.4-11,1,771,OUI,e.>40,2,Maxi,175091
d.36-50,b.4-11,1,772,NON,e.>40,2,Maxi,74298
d.36-50,b.4-11,1,772,NON,e.>40,1,Maxi,141589
c.26-35,b.4-11,1,772,OUI,b.6-10,3,Medi,153072
d.36-50,b.4-11,1,773,OUI,e.>40,2,Maxi,22247
e.51-69,a.0-3,1,773,OUI,e.>40,1,Maxi,35033
c.26-35,b.4-11,1,773,OUI,c.11-20,3,Maxi,105181
b.21-25,a.0-3,1,773,OUI,a.<=5,4,Maxi,143271
c.26-35,b.4-11,1,773,OUI,c.11-20,1,Maxi,179830
f.>=70,a.0-3,1,773,NON,e.>40,2,Maxi,187316
d.36-50,a.0-3,1,774,OUI,d.21-40,5,Maxi,99551
f.>=70,b.4-11,1,774,OUI,e.>40,1,Maxi,116893
e.51-69,b.4-11,1,775,OUI,e.>40,3,Maxi,25546
c.26-35,a.0-3,1,775,NON,c.11-20,5,Maxi,26944
d.36-50,b.4-11,1,775,NON,c.11-20,1,Maxi,40706
e.51-69,a.0-3,1,775,NON,e.>40,3,Maxi,62844
d.36-50,b.4-11,1,775,NON,e.>40,3,Maxi,90601
d.36-50,b.4-11,1,775,NON,e.>40,1,Maxi,184414
b.21-25,c.>=12,1,775,OUI,a.<=5,2,Medi,191278
e.51-69,c.>=12,1,776,OUI,e.>40,2,Maxi,42511
c.26-35,b.4-11,1,776,NON,b.6-10,2,Maxi,66419
d.36-50,a.0-3,1,776,OUI,e.>40,2,Maxi,130801
e.51-69,b.4-11,1,777,NON,e.>40,3,Maxi,9658
e.51-69,c.>=12,1,777,NON,e.>40,2,Maxi,90734
c.26-35,b.4-11,1,778,NON,c.11-20,3,Maxi,45935
d.36-50,b.4-11,1,778,NON,d.21-40,1,Maxi,56937
f.>=70,a.0-3,1,778,NON,e.>40,2,Maxi,89662
e.51-69,a.0-3,1,778,NON,e.>40,5,Maxi,117836
d.36-50,b.4-11,1,778,NON,e.>40,1,Maxi,184414
c.26-35,b.4-11,1,778,NON,c.11-20,2,Maxi,191962
e.51-69,b.4-11,1,779,NON,e.>40,2,Maxi,56075
c.26-35,a.0-3,1,779,NON,c.11-20,2,Maxi,57916
e.51-69,c.>=12,1,779,OUI,e.>40,3,Medi,95837
d.36-50,c.>=12,1,779,OUI,e.>40,4,Medi,143794
d.36-50,a.0-3,1,779,NON,e.>40,3,Maxi,162203
d.36-50,a.0-3,1,780,OUI,e.>40,2,Maxi,51176
d.36-50,b.4-11,1,780,OUI,c.11-20,2,Maxi,61574
d.36-50,b.4-11,1,780,NON,e.>40,4,Maxi,94711
e.51-69,c.>=12,1,780,NON,e.>40,5,Medi,102361
d.36-50,b.4-11,1,780,NON,c.11-20,4,Maxi,122115
d.36-50,b.4-11,1,780,NON,e.>40,2,Medi,184002
c.26-35,b.4-11,1,781,NON,c.11-20,3,Maxi,55069
c.26-35,c.>=12,1,781,NON,c.11-20,4,Medi,71788
e.51-69,b.4-11,1,781,NON,e.>40,5,Maxi,77764
d.36-50,b.4-11,1,781,NON,e.>40,3,Maxi,114867
e.51-69,b.4-11,1,781,NON,e.>40,3,Medi,122614
d.36-50,c.>=12,1,781,NON,e.>40,2,Medi,125127
b.21-25,b.4-11,1,781,NON,b.6-10,4,Maxi,132918
e.51-69,b.4-11,1,781,OUI,e.>40,5,Maxi,138999
d.36-50,c.>=12,1,781,NON,e.>40,2,Medi,158710
c.26-35,b.4-11,1,781,NON,c.11-20,1,Maxi,213849
c.26-35,b.4-11,1,782,OUI,c.11-20,5,Medi,18710
d.36-50,b.4-11,1,782,OUI,e.>40,2,Maxi,168041
f.>=70,a.0-3,1,782,NON,e.>40,4,Maxi,212020
d.36-50,a.0-3,1,783,OUI,e.>40,3,Maxi,141862
e.51-69,c.>=12,1,783,OUI,c.11-20,4,Mini,187989
d.36-50,c.>=12,1,783,OUI,e.>40,1,Medi,195789
d.36-50,c.>=12,1,783,OUI,e.>40,2,Medi,209846
d.36-50,b.4-11,1,784,NON,e.>40,1,Maxi,23360
d.36-50,b.4-11,1,784,NON,d.21-40,3,Maxi,40577
e.51-69,a.0-3,1,784,NON,e.>40,4,Maxi,79881
e.51-69,b.4-11,1,784,NON,e.>40,2,Maxi,98510
d.36-50,b.4-11,1,784,NON,e.>40,2,Maxi,110211
d.36-50,a.0-3,1,784,OUI,e.>40,2,Maxi,117974
c.26-35,b.4-11,1,784,OUI,b.6-10,2,Maxi,152929
c.26-35,c.>=12,1,784,OUI,c.11-20,1,Medi,164013
e.51-69,a.0-3,1,785,NON,e.>40,2,Maxi,15010
e.51-69,c.>=12,1,785,OUI,e.>40,1,Maxi,103969
e.51-69,b.4-11,1,785,NON,e.>40,2,Maxi,117756
d.36-50,c.>=12,1,785,OUI,e.>40,4,Mini,118102
d.36-50,b.4-11,1,785,NON,e.>40,4,Maxi,208167
d.36-50,b.4-11,1,786,NON,e.>40,3,Maxi,82568
c.26-35,b.4-11,1,786,NON,b.6-10,2,Maxi,110883
d.36-50,b.4-11,1,786,OUI,c.11-20,4,Maxi,170891
c.26-35,a.0-3,1,787,OUI,c.11-20,3,Maxi,78096
e.51-69,b.4-11,1,787,OUI,e.>40,3,Medi,82808
e.51-69,c.>=12,1,787,NON,e.>40,2,Medi,116916
d.36-50,c.>=12,1,787,OUI,e.>40,1,Maxi,123593
c.26-35,c.>=12,1,787,OUI,c.11-20,3,Medi,149973
e.51-69,c.>=12,1,788,OUI,e.>40,1,Maxi,87218
c.26-35,b.4-11,1,788,OUI,c.11-20,3,Maxi,112637
d.36-50,a.0-3,1,788,NON,e.>40,2,Maxi,113079
d.36-50,b.4-11,1,788,NON,d.21-40,2,Maxi,119758
c.26-35,c.>=12,1,788,OUI,c.11-20,3,Mini,133795
b.21-25,b.4-11,1,789,OUI,a.<=5,3,Maxi,110192
f.>=70,b.4-11,1,789,OUI,e.>40,2,Maxi,119567
e.51-69,a.0-3,1,789,OUI,e.>40,3,Maxi,145599
c.26-35,b.4-11,1,789,NON,b.6-10,3,Maxi,149258
e.51-69,b.4-11,1,790,OUI,e.>40,2,Maxi,12895
d.36-50,b.4-11,1,790,OUI,c.11-20,3,Maxi,52458
d.36-50,a.0-3,1,790,NON,d.21-40,3,Maxi,104578
d.36-50,b.4-11,1,790,OUI,c.11-20,1,Maxi,139716
d.36-50,b.4-11,1,791,NON,e.>40,3,Maxi,66834
e.51-69,a.0-3,1,791,NON,e.>40,1,Maxi,80365
d.36-50,a.0-3,1,791,NON,e.>40,2,Maxi,102919
e.51-69,a.0-3,1,791,OUI,e.>40,2,Maxi,155047
c.26-35,a.0-3,1,791,NON,c.11-20,4,Maxi,162500
e.51-69,b.4-11,1,792,NON,e.>40,1,Maxi,18275
c.26-35,b.4-11,1,792,NON,c.11-20,2,Maxi,72516
c.26-35,b.4-11,1,792,NON,c.11-20,3,Maxi,87244
d.36-50,b.4-11,1,792,OUI,c.11-20,2,Maxi,90646
b.21-25,b.4-11,1,792,OUI,a.<=5,3,Maxi,170054
c.26-35,b.4-11,1,793,NON,b.6-10,2,Maxi,46746
e.51-69,b.4-11,1,793,NON,e.>40,3,Medi,48175
d.36-50,c.>=12,1,793,OUI,d.21-40,5,Maxi,79655
d.36-50,b.4-11,1,793,NON,d.21-40,2,Maxi,82842
d.36-50,b.4-11,1,793,NON,e.>40,4,Maxi,114617
d.36-50,b.4-11,1,793,NON,e.>40,3,Maxi,177729
e.51-69,b.4-11,1,793,OUI,e.>40,3,Maxi,214957
e.51-69,b.4-11,1,794,NON,e.>40,2,Maxi,5464
c.26-35,b.4-11,1,794,NON,b.6-10,3,Maxi,101703
d.36-50,b.4-11,1,794,NON,c.11-20,1,Maxi,129712
d.36-50,b.4-11,1,794,OUI,c.11-20,3,Maxi,135523
e.51-69,b.4-11,1,794,NON,e.>40,2,Maxi,205648
e.51-69,a.0-3,1,795,NON,e.>40,3,Maxi,9656
c.26-35,b.4-11,1,795,NON,b.6-10,1,Medi,41674
d.36-50,a.0-3,1,795,NON,e.>40,5,Maxi,46251
c.26-35,b.4-11,1,795,NON,b.6-10,5,Maxi,88395
e.51-69,c.>=12,1,795,OUI,e.>40,1,Mini,90993
d.36-50,c.>=12,1,795,NON,e.>40,3,Maxi,136735
c.26-35,b.4-11,1,795,OUI,c.11-20,2,Maxi,172916
e.51-69,b.4-11,1,796,NON,e.>40,2,Maxi,13103
d.36-50,a.0-3,1,796,NON,e.>40,3,Maxi,48996
d.36-50,b.4-11,1,796,NON,c.11-20,2,Maxi,69034
e.51-69,a.0-3,1,796,NON,e.>40,3,Maxi,73878
c.26-35,b.4-11,1,796,OUI,b.6-10,2,Maxi,76672
c.26-35,c.>=12,1,796,OUI,c.11-20,1,Mini,87440
c.26-35,c.>=12,1,796,NON,c.11-20,2,Maxi,137916
e.51-69,b.4-11,1,796,OUI,e.>40,2,Maxi,148507
c.26-35,b.4-11,1,796,OUI,a.<=5,5,Medi,188994
e.51-69,b.4-11,1,797,NON,e.>40,2,Maxi,63838
c.26-35,a.0-3,1,797,NON,c.11-20,5,Maxi,89851
d.36-50,a.0-3,1,797,NON,e.>40,3,Maxi,141902
d.36-50,a.0-3,1,797,NON,e.>40,3,Maxi,154162
c.26-35,b.4-11,1,797,OUI,b.6-10,3,Maxi,175947
c.26-35,a.0-3,1,798,OUI,b.6-10,3,Maxi,67154
